"Land","Jahr","Kategorie","Wert"
"Dänemark",2009,"KM4",0
"Deutschland",2009,"KM4",233628
"Estland",2009,"KM4",0
"Finnland",2009,"KM4",0
"Frankreich",2009,"KM4",426831
"Griechenland",2009,"KM4",0
"Grossbritannien",2009,"KM4",4133149
"Heiliger Stuhl",2009,"KM4",0
"Irland",2009,"KM4",1672829
"Italien",2009,"KM4",0
"Kosovo",2009,"KM4",0
"Kroatien",2009,"KM4",0
"Lettland",2009,"KM4",0
"Litauen",2009,"KM4",0
"Luxemburg",2009,"KM4",0
"Malta",2009,"KM4",0
"Montenegro",2009,"KM4",0
"Niederlande",2009,"KM4",1734145
"Norwegen",2009,"KM4",16128
"Österreich",2009,"KM4",0
"Polen",2009,"KM4",0
"Portugal",2009,"KM4",0
"Rumänien",2009,"KM4",0
"San Marino",2009,"KM4",0
"Schweden",2009,"KM4",160960
"Serbien",2009,"KM4",0
"Slowakei",2009,"KM4",0
"Slowenien",2009,"KM4",0
"Spanien",2009,"KM4",0
"Tschechien",2009,"KM4",0
"Türkei",2009,"KM4",0
"Ukraine",2009,"KM4",0
"Ungarn",2009,"KM4",0
"Zypern",2009,"KM4",0
"Ägypten",2009,"KM4",0
"Algerien",2009,"KM4",0
"Botswana",2009,"KM4",0
"Gabun",2009,"KM4",0
"Guinea",2009,"KM4",0
"Mali",2009,"KM4",0
"Niger",2009,"KM4",0
"Südafrika",2009,"KM4",0
"Brasilien",2009,"KM4",0
"Chile",2009,"KM4",0
"Ecuador",2009,"KM4",0
"Kanada",2009,"KM4",0
"Panama",2009,"KM4",0
"Trinidad Tobago",2009,"KM4",0
"USA",2009,"KM4",1168565
"Vereinigte Arabische Emirate",2009,"KM4",0
"Bahrain",2009,"KM4",0
"Brunei",2009,"KM4",0
"Hong-Kong",2009,"KM4",0
"Indonesien",2009,"KM4",0
"Indien",2009,"KM4",0
"Israel",2009,"KM4",0
"Japan",2009,"KM4",0
"Katar",2009,"KM4",0
"Südkorea",2009,"KM4",1702993
"Kuwait",2009,"KM4",0
"Macau",2009,"KM4",0
"Malaysia",2009,"KM4",4986288
"Oman",2009,"KM4",0
"Pakistan",2009,"KM4",0
"Saudi-Arabien",2009,"KM4",0
"Singapur",2009,"KM4",0
"Suriname",2009,"KM4",0
"Thailand",2009,"KM4",0
"Turkmenistan",2009,"KM4",0
"Australien",2009,"KM4",0
"Neuseeland",2009,"KM4",0
"Belgien",2010,"KM4",0
"Bosnien-Herzegowina",2010,"KM4",0
"Bulgarien",2010,"KM4",0
"Dänemark",2010,"KM4",0
"Deutschland",2010,"KM4",213665
"Estland",2010,"KM4",0
"Finnland",2010,"KM4",0
"Frankreich",2010,"KM4",111108
"Griechenland",2010,"KM4",0
"Grossbritannien",2010,"KM4",4387248
"Irland",2010,"KM4",0
"Island",2010,"KM4",0
"Italien",2010,"KM4",0
"Kosovo",2010,"KM4",0
"Kroatien",2010,"KM4",0
"Litauen",2010,"KM4",0
"Luxemburg",2010,"KM4",0
"Malta",2010,"KM4",0
"Niederlande",2010,"KM4",0
"Norwegen",2010,"KM4",113025
"Österreich",2010,"KM4",0
"Polen",2010,"KM4",0
"Portugal",2010,"KM4",0
"Rumänien",2010,"KM4",0
"Russland",2010,"KM4",0
"Schweden",2010,"KM4",0
"Serbien",2010,"KM4",0
"Slowenien",2010,"KM4",0
"Spanien",2010,"KM4",0
"Tschechien",2010,"KM4",0
"Türkei",2010,"KM4",0
"Ukraine",2010,"KM4",0
"Ungarn",2010,"KM4",0
"Zypern",2010,"KM4",0
"Ägypten",2010,"KM4",0
"Botswana",2010,"KM4",0
"Kamerun",2010,"KM4",0
"Südafrika",2010,"KM4",0
"Argentinien",2010,"KM4",0
"Brasilien",2010,"KM4",0
"Chile",2010,"KM4",0
"Costa Rica",2010,"KM4",0
"Ecuador",2010,"KM4",0
"Kanada",2010,"KM4",0
"Paraguay",2010,"KM4",0
"Trinidad Tobago",2010,"KM4",0
"USA",2010,"KM4",0
"Venezuela",2010,"KM4",0
"Vereinigte Arabische Emirate",2010,"KM4",1829307
"Bahrain",2010,"KM4",0
"Indien",2010,"KM4",0
"Indonesien",2010,"KM4",0
"Japan",2010,"KM4",0
"Jordanien",2010,"KM4",0
"Kasachstan",2010,"KM4",0
"Katar",2010,"KM4",0
"Südkorea",2010,"KM4",1064852
"Kuwait",2010,"KM4",0
"Libanon",2010,"KM4",0
"Macau",2010,"KM4",0
"Malaysia",2010,"KM4",826
"Oman",2010,"KM4",0
"Pakistan",2010,"KM4",0
"Saudi-Arabien",2010,"KM4",0
"Singapur",2010,"KM4",0
"Thailand",2010,"KM4",0
"Turkmenistan",2010,"KM4",0
"Australien",2010,"KM4",0
"Neuseeland",2010,"KM4",0
"Belgien",2011,"KM4",0
"Bosnien-Herzegowina",2011,"KM4",0
"Bulgarien",2011,"KM4",0
"Dänemark",2011,"KM4",0
"Deutschland",2011,"KM4",209701
"Estland",2011,"KM4",0
"Finnland",2011,"KM4",0
"Frankreich",2011,"KM4",42806
"Griechenland",2011,"KM4",0
"Grossbritannien",2011,"KM4",2585406
"Irland",2011,"KM4",0
"Italien",2011,"KM4",0
"Kroatien",2011,"KM4",0
"Lettland",2011,"KM4",0
"Litauen",2011,"KM4",0
"Luxemburg",2011,"KM4",0
"Malta",2011,"KM4",0
"Niederlande",2011,"KM4",0
"Norwegen",2011,"KM4",169406
"Österreich",2011,"KM4",0
"Polen",2011,"KM4",0
"Portugal",2011,"KM4",0
"Rumänien",2011,"KM4",0
"Russland",2011,"KM4",0
"Schweden",2011,"KM4",937
"Slowakei",2011,"KM4",0
"Slowenien",2011,"KM4",0
"Spanien",2011,"KM4",0
"Tschechien",2011,"KM4",0
"Türkei",2011,"KM4",0
"Ukraine",2011,"KM4",0
"Ungarn",2011,"KM4",0
"Zypern",2011,"KM4",0
"Ägypten",2011,"KM4",0
"Botswana",2011,"KM4",0
"Südafrika",2011,"KM4",0
"Argentinien",2011,"KM4",0
"Barbados",2011,"KM4",0
"Brasilien",2011,"KM4",0
"Chile",2011,"KM4",0
"Dominica",2011,"KM4",0
"Dominikanische Republik",2011,"KM4",0
"El Salvador",2011,"KM4",0
"Kanada",2011,"KM4",0
"Peru",2011,"KM4",0
"Uruguay",2011,"KM4",0
"USA",2011,"KM4",0
"Venezuela",2011,"KM4",0
"Vereinigte Arabische Emirate",2011,"KM4",0
"Bahrain",2011,"KM4",0
"Brunei",2011,"KM4",0
"Hong-Kong",2011,"KM4",0
"Indien",2011,"KM4",0
"Indonesien",2011,"KM4",0
"Israel",2011,"KM4",0
"Japan",2011,"KM4",0
"Jordanien",2011,"KM4",0
"Katar",2011,"KM4",0
"Südkorea",2011,"KM4",757904
"Kuwait",2011,"KM4",0
"Malaysia",2011,"KM4",0
"Oman",2011,"KM4",0
"Pakistan",2011,"KM4",0
"Saudi-Arabien",2011,"KM4",0
"Singapur",2011,"KM4",0
"Thailand",2011,"KM4",0
"Australien",2011,"KM4",0
"Neuseeland",2011,"KM4",0
"Belgien",2012,"KM4",0
"Bosnien-Herzegowina",2012,"KM4",0
"Bulgarien",2012,"KM4",0
"Dänemark",2012,"KM4",0
"Deutschland",2012,"KM4",87700
"Estland",2012,"KM4",0
"Finnland",2012,"KM4",0
"Frankreich",2012,"KM4",324729
"Griechenland",2012,"KM4",0
"Grossbritannien",2012,"KM4",3747403
"Irland",2012,"KM4",0
"Italien",2012,"KM4",0
"Kosovo",2012,"KM4",0
"Lettland",2012,"KM4",0
"Litauen",2012,"KM4",0
"Luxemburg",2012,"KM4",0
"Malta",2012,"KM4",0
"Mazedonien",2012,"KM4",0
"Niederlande",2012,"KM4",0
"Norwegen",2012,"KM4",163943
"Österreich",2012,"KM4",0
"Polen",2012,"KM4",0
"Portugal",2012,"KM4",0
"Rumänien",2012,"KM4",0
"Russland",2012,"KM4",0
"Schweden",2012,"KM4",2841
"Slowakei",2012,"KM4",0
"Slowenien",2012,"KM4",0
"Spanien",2012,"KM4",0
"Tschechien",2012,"KM4",0
"Türkei",2012,"KM4",2200000
"Ukraine",2012,"KM4",0
"Ungarn",2012,"KM4",0
"Zypern",2012,"KM4",0
"Botswana",2012,"KM4",0
"Ghana",2012,"KM4",0
"Namibia",2012,"KM4",0
"Seychellen",2012,"KM4",0
"Südafrika",2012,"KM4",0
"Brasilien",2012,"KM4",0
"Chile",2012,"KM4",0
"Ecuador",2012,"KM4",0
"Kanada",2012,"KM4",0
"Mexiko",2012,"KM4",0
"Uruguay",2012,"KM4",0
"USA",2012,"KM4",0
"Venezuela",2012,"KM4",0
"Vereinigte Arabische Emirate",2012,"KM4",0
"Bahrain",2012,"KM4",2705778
"Brunei",2012,"KM4",0
"Hong-Kong",2012,"KM4",0
"Indien",2012,"KM4",0
"Indonesien",2012,"KM4",0
"Japan",2012,"KM4",0
"Jordanien",2012,"KM4",0
"Kasachstan",2012,"KM4",0
"Katar",2012,"KM4",0
"Südkorea",2012,"KM4",0
"Kuwait",2012,"KM4",0
"Macau",2012,"KM4",0
"Malaysia",2012,"KM4",0
"Oman",2012,"KM4",0
"Pakistan",2012,"KM4",0
"Saudi-Arabien",2012,"KM4",0
"Singapur",2012,"KM4",0
"Thailand",2012,"KM4",0
"Australien",2012,"KM4",0
"Neuseeland",2012,"KM4",0
"Belgien",2013,"KM4",0
"Bosnien-Herzegowina",2013,"KM4",0
"Bulgarien",2013,"KM4",0
"Dänemark",2013,"KM4",0
"Deutschland",2013,"KM4",151177
"Estland",2013,"KM4",0
"Finnland",2013,"KM4",0
"Frankreich",2013,"KM4",82298
"Griechenland",2013,"KM4",0
"Grossbritannien",2013,"KM4",6781483
"Irland",2013,"KM4",0
"Italien",2013,"KM4",0
"Kosovo",2013,"KM4",0
"Kroatien",2013,"KM4",0
"Lettland",2013,"KM4",0
"Litauen",2013,"KM4",0
"Luxemburg",2013,"KM4",0
"Malta",2013,"KM4",0
"Niederlande",2013,"KM4",0
"Norwegen",2013,"KM4",112595
"Österreich",2013,"KM4",0
"Polen",2013,"KM4",0
"Portugal",2013,"KM4",0
"Rumänien",2013,"KM4",0
"Russland",2013,"KM4",0
"Schweden",2013,"KM4",450661
"Serbien",2013,"KM4",0
"Slowakei",2013,"KM4",0
"Slowenien",2013,"KM4",0
"Spanien",2013,"KM4",0
"Tschechien",2013,"KM4",0
"Türkei",2013,"KM4",0
"Ukraine",2013,"KM4",0
"Ungarn",2013,"KM4",0
"Zypern",2013,"KM4",0
"Ghana",2013,"KM4",0
"Kenia",2013,"KM4",0
"Mali",2013,"KM4",0
"Seychellen",2013,"KM4",0
"Südafrika",2013,"KM4",0
"Argentinien",2013,"KM4",0
"Brasilien",2013,"KM4",0
"Chile",2013,"KM4",0
"Ecuador",2013,"KM4",0
"Kanada",2013,"KM4",0
"Mexiko",2013,"KM4",0
"USA",2013,"KM4",0
"Venezuela",2013,"KM4",0
"Vereinigte Arabische Emirate",2013,"KM4",0
"Bahrain",2013,"KM4",0
"Brunei",2013,"KM4",0
"Hong-Kong",2013,"KM4",0
"Indien",2013,"KM4",0
"Indonesien",2013,"KM4",0
"Israel",2013,"KM4",0
"Japan",2013,"KM4",0
"Jordanien",2013,"KM4",0
"Katar",2013,"KM4",0
"Südkorea",2013,"KM4",3415928
"Kuwait",2013,"KM4",0
"Libanon",2013,"KM4",0
"Macau",2013,"KM4",0
"Malaysia",2013,"KM4",0
"Oman",2013,"KM4",0
"Pakistan",2013,"KM4",0
"Saudi-Arabien",2013,"KM4",0
"Singapur",2013,"KM4",0
"Thailand",2013,"KM4",0
"Vietnam",2013,"KM4",0
"Australien",2013,"KM4",0
"Neuseeland",2013,"KM4",0
"Belgien",2014,"KM4",0
"Bosnien-Herzegowina",2014,"KM4",0
"Bulgarien",2014,"KM4",0
"Dänemark",2014,"KM4",0
"Deutschland",2014,"KM4",102168
"Estland",2014,"KM4",0
"Finnland",2014,"KM4",0
"Frankreich",2014,"KM4",255622
"Georgien",2014,"KM4",0
"Griechenland",2014,"KM4",0
"Grossbritannien",2014,"KM4",0
"Irland",2014,"KM4",0
"Island",2014,"KM4",0
"Italien",2014,"KM4",0
"Kosovo",2014,"KM4",0
"Kroatien",2014,"KM4",0
"Lettland",2014,"KM4",0
"Litauen",2014,"KM4",0
"Luxemburg",2014,"KM4",0
"Malta",2014,"KM4",0
"Niederlande",2014,"KM4",0
"Norwegen",2014,"KM4",132119
"Österreich",2014,"KM4",0
"Polen",2014,"KM4",0
"Portugal",2014,"KM4",0
"Rumänien",2014,"KM4",0
"Russland",2014,"KM4",0
"Schweden",2014,"KM4",109031
"Slowakei",2014,"KM4",0
"Slowenien",2014,"KM4",0
"Spanien",2014,"KM4",0
"Tschechien",2014,"KM4",0
"Türkei",2014,"KM4",0
"Ukraine",2014,"KM4",0
"Ungarn",2014,"KM4",0
"Kenia",2014,"KM4",0
"Mauretanien",2014,"KM4",0
"Südafrika",2014,"KM4",0
"Tunesien",2014,"KM4",0
"Niederländische Antillen",2014,"KM4",0
"Bermuda",2014,"KM4",0
"Brasilien",2014,"KM4",0
"Chile",2014,"KM4",0
"Ecuador",2014,"KM4",0
"Kanada",2014,"KM4",0
"Paraguay",2014,"KM4",0
"USA",2014,"KM4",104907
"Vereinigte Arabische Emirate",2014,"KM4",246282
"Bahrain",2014,"KM4",0
"Brunei",2014,"KM4",0
"Hong-Kong",2014,"KM4",0
"Indien",2014,"KM4",0
"Indonesien",2014,"KM4",0
"Israel",2014,"KM4",0
"Japan",2014,"KM4",0
"Jordanien",2014,"KM4",0
"Kasachstan",2014,"KM4",0
"Katar",2014,"KM4",0
"Südkorea",2014,"KM4",769941
"Kuwait",2014,"KM4",0
"Libanon",2014,"KM4",0
"Macau",2014,"KM4",0
"Malaysia",2014,"KM4",0
"Oman",2014,"KM4",0
"Pakistan",2014,"KM4",0
"Saudi-Arabien",2014,"KM4",0
"Singapur",2014,"KM4",0
"Thailand",2014,"KM4",0
"Vietnam",2014,"KM4",0
"Australien",2014,"KM4",0
"Französisch-Polynesien",2014,"KM4",0
"Neuseeland",2014,"KM4",0
"Belgien",2015,"KM4",0
"Bosnien-Herzegowina",2015,"KM4",0
"Bulgarien",2015,"KM4",0
"Dänemark",2015,"KM4",0
"Deutschland",2015,"KM4",85737
"Estland",2015,"KM4",0
"Finnland",2015,"KM4",0
"Frankreich",2015,"KM4",331416
"Griechenland",2015,"KM4",0
"Grossbritannien",2015,"KM4",0
"Irland",2015,"KM4",0
"Island",2015,"KM4",0
"Italien",2015,"KM4",0
"Kosovo",2015,"KM4",0
"Kroatien",2015,"KM4",0
"Lettland",2015,"KM4",0
"Litauen",2015,"KM4",0
"Luxemburg",2015,"KM4",0
"Malta",2015,"KM4",0
"Niederlande",2015,"KM4",0
"Norwegen",2015,"KM4",0
"Österreich",2015,"KM4",0
"Polen",2015,"KM4",0
"Portugal",2015,"KM4",0
"Rumänien",2015,"KM4",0
"Russland",2015,"KM4",0
"Schweden",2015,"KM4",10524
"Slowakei",2015,"KM4",0
"Slowenien",2015,"KM4",0
"Spanien",2015,"KM4",0
"Tschechien",2015,"KM4",0
"Türkei",2015,"KM4",0
"Ungarn",2015,"KM4",0
"Heiliger Stuhl",2015,"KM4",0
"Zypern",2015,"KM4",0
"Ghana",2015,"KM4",0
"Kenia",2015,"KM4",0
"Senegal",2015,"KM4",0
"Südafrika",2015,"KM4",0
"Brasilien",2015,"KM4",0
"Chile",2015,"KM4",0
"Dominikanische Republik",2015,"KM4",0
"Ecuador",2015,"KM4",0
"El Salvador",2015,"KM4",0
"Kanada",2015,"KM4",0
"Mexiko",2015,"KM4",0
"Paraguay",2015,"KM4",0
"Uruguay",2015,"KM4",0
"USA",2015,"KM4",0
"Vereinigte Arabische Emirate",2015,"KM4",0
"Bahrain",2015,"KM4",0
"Brunei",2015,"KM4",0
"Hong-Kong",2015,"KM4",0
"Indien",2015,"KM4",0
"Indonesien",2015,"KM4",0
"Israel",2015,"KM4",0
"Japan",2015,"KM4",0
"Jordanien",2015,"KM4",0
"Katar",2015,"KM4",0
"Südkorea",2015,"KM4",0
"Kuwait",2015,"KM4",0
"Libanon",2015,"KM4",0
"Macau",2015,"KM4",0
"Malaysia",2015,"KM4",0
"Mongolei",2015,"KM4",0
"Oman",2015,"KM4",0
"Pakistan",2015,"KM4",0
"Saudi-Arabien",2015,"KM4",0
"Singapur",2015,"KM4",0
"Australien",2015,"KM4",0
"Neuseeland",2015,"KM4",0
"Belgien",2016,"KM4",0
"Bosnien-Herzegowina",2016,"KM4",0
"Bulgarien",2016,"KM4",0
"Dänemark",2016,"KM4",0
"Deutschland",2016,"KM4",84952
"Estland",2016,"KM4",0
"Finnland",2016,"KM4",0
"Frankreich",2016,"KM4",739971
"Griechenland",2016,"KM4",0
"Grossbritannien",2016,"KM4",0
"Irland",2016,"KM4",0
"Island",2016,"KM4",0
"Italien",2016,"KM4",0
"Kroatien",2016,"KM4",0
"Lettland",2016,"KM4",0
"Litauen",2016,"KM4",0
"Luxemburg",2016,"KM4",0
"Malta",2016,"KM4",0
"Niederlande",2016,"KM4",0
"Norwegen",2016,"KM4",0
"Österreich",2016,"KM4",3275
"Polen",2016,"KM4",0
"Portugal",2016,"KM4",0
"Rumänien",2016,"KM4",0
"Schweden",2016,"KM4",797366
"Serbien",2016,"KM4",0
"Slowakei",2016,"KM4",0
"Slowenien",2016,"KM4",0
"Spanien",2016,"KM4",0
"Tschechische Rep.",2016,"KM4",22567
"Türkei",2016,"KM4",0
"Ungarn",2016,"KM4",5210
"Zypern",2016,"KM4",0
"Kenia",2016,"KM4",0
"Mali",2016,"KM4",0
"Südafrika",2016,"KM4",0
"Tunesien",2016,"KM4",0
"Argentinien",2016,"KM4",0
"Brasilien",2016,"KM4",0
"Chile",2016,"KM4",0
"Kanada",2016,"KM4",0
"Kolumbien",2016,"KM4",0
"Mexiko",2016,"KM4",0
"Paraguay",2016,"KM4",0
"USA",2016,"KM4",0
"Vereinigte Arabische Emirate",2016,"KM4",0
"Bahrain",2016,"KM4",0
"Bangladesch",2016,"KM4",0
"Brunei",2016,"KM4",0
"China",2016,"KM4",0
"Georgien",2016,"KM4",0
"Hong-Kong",2016,"KM4",0
"Indien",2016,"KM4",0
"Indonesien",2016,"KM4",0
"Israel",2016,"KM4",0
"Japan",2016,"KM4",0
"Jordanien",2016,"KM4",0
"Katar",2016,"KM4",0
"Südkorea",2016,"KM4",0
"Kuwait",2016,"KM4",0
"Macau",2016,"KM4",0
"Malaysia",2016,"KM4",0
"Oman",2016,"KM4",0
"Pakistan",2016,"KM4",0
"Philippinen",2016,"KM4",0
"Saudi-Arabien",2016,"KM4",0
"Singapur",2016,"KM4",0
"Vietnam",2016,"KM4",0
"Australien",2016,"KM4",0
"Neuseeland",2016,"KM4",0
"Belgien",2000,"KM5",0
"Dänemark",2000,"KM5",0
"Deutschland",2000,"KM5",9805870
"Finnland",2000,"KM5",0
"Frankreich",2000,"KM5",0
"Grossbritannien",2000,"KM5",656387
"Griechenland",2000,"KM5",20048
"Island",2000,"KM5",0
"Italien",2000,"KM5",1994371
"Litauen",2000,"KM5",0
"Luxemburg",2000,"KM5",0
"Malta",2000,"KM5",0
"Niederlande",2000,"KM5",0
"Norwegen",2000,"KM5",0
"Österreich",2000,"KM5",0
"Polen",2000,"KM5",0
"Rumänien",2000,"KM5",0
"Schweden",2000,"KM5",2239167
"Slowakei",2000,"KM5",0
"Spanien",2000,"KM5",426617
"Tschechien",2000,"KM5",0
"Ungarn",2000,"KM5",0
"Ägypten",2000,"KM5",0
"Elfenbeinküste",2000,"KM5",0
"Guinea",2000,"KM5",0
"Kenia",2000,"KM5",0
"Niger",2000,"KM5",0
"Südafrika",2000,"KM5",0
"Sudan",2000,"KM5",0
"Tansania",2000,"KM5",0
"Tunesien",2000,"KM5",0
"Argentinien",2000,"KM5",12168717
"Barbados",2000,"KM5",0
"Belize",2000,"KM5",0
"Brasilien",2000,"KM5",0
"Chile",2000,"KM5",244738
"Ecuador",2000,"KM5",0
"Honduras",2000,"KM5",0
"Kanada",2000,"KM5",987910
"El Salvador",2000,"KM5",0
"USA",2000,"KM5",337698
"Venezuela",2000,"KM5",0
"Vereinigte Arabische Emirate",2000,"KM5",0
"Bahrain",2000,"KM5",1290116
"Brunei",2000,"KM5",0
"Hong-Kong",2000,"KM5",0
"Japan",2000,"KM5",0
"Jordanien",2000,"KM5",0
"Kuwait",2000,"KM5",0
"Malaysia",2000,"KM5",105365
"Oman",2000,"KM5",112227
"Pakistan",2000,"KM5",0
"Philippinen",2000,"KM5",0
"Saudi-Arabien",2000,"KM5",257129
"Singapur",2000,"KM5",2621383
"Südkorea",2000,"KM5",0
"Thailand",2000,"KM5",0
"Belgien",2001,"KM5",0
"Dänemark",2001,"KM5",0
"Deutschland",2001,"KM5",3737932
"Finnland",2001,"KM5",0
"Frankreich",2001,"KM5",532000
"Grossbritannien",2001,"KM5",2295960
"Griechenland",2001,"KM5",0
"Irland",2001,"KM5",0
"Island",2001,"KM5",0
"Italien",2001,"KM5",4315274
"Kasachstan",2001,"KM5",0
"Luxemburg",2001,"KM5",0
"Lettland",2001,"KM5",0
"Litauen",2001,"KM5",0
"Malta",2001,"KM5",0
"Niederlande",2001,"KM5",0
"Norwegen",2001,"KM5",0
"Österreich",2001,"KM5",257730
"Polen",2001,"KM5",0
"Portugal",2001,"KM5",0
"Rumänien",2001,"KM5",0
"Schweden",2001,"KM5",2212943
"Slowakei",2001,"KM5",0
"Slowenien",2001,"KM5",0
"Spanien",2001,"KM5",21692288
"Tschechien",2001,"KM5",0
"Türkei",2001,"KM5",0
"Zypern",2001,"KM5",0
"Ägypten",2001,"KM5",0
"Botswana",2001,"KM5",0
"Burkina Faso",2001,"KM5",0
"Elfenbeinküste",2001,"KM5",0
"Gabun",2001,"KM5",0
"Kenia",2001,"KM5",0
"Madagaskar",2001,"KM5",0
"Malawi",2001,"KM5",0
"Südafrika",2001,"KM5",0
"Sudan",2001,"KM5",0
"Sambia",2001,"KM5",0
"Uganda",2001,"KM5",0
"Vereinigte Arabische Emirate",2001,"KM5",53303
"Australien",2001,"KM5",0
"Bahrain",2001,"KM5",411223
"Hong-Kong",2001,"KM5",0
"Indien",2001,"KM5",130072
"Indonesien",2001,"KM5",0
"Japan",2001,"KM5",0
"Jordanien",2001,"KM5",0
"Katar",2001,"KM5",0
"Südkorea",2001,"KM5",0
"Kuwait",2001,"KM5",0
"Macau",2001,"KM5",0
"Malaysia",2001,"KM5",680305
"Neuseeland",2001,"KM5",0
"Oman",2001,"KM5",468006
"Pakistan",2001,"KM5",0
"Philippinen",2001,"KM5",0
"Saudi-Arabien",2001,"KM5",2320
"Singapur",2001,"KM5",1640106
"Thailand",2001,"KM5",47203
"Argentinien",2001,"KM5",26199
"Barbados",2001,"KM5",0
"Brasilien",2001,"KM5",760706
"Chile",2001,"KM5",15751
"Kanada",2001,"KM5",0
"USA",2001,"KM5",57075
"Belgien",2002,"KM5",0
"Bosnien-Herzegowina",2002,"KM5",0
"Bulgarien",2002,"KM5",0
"Dänemark",2002,"KM5",0
"Deutschland",2002,"KM5",6667126
"Finnnland",2002,"KM5",0
"Frankreich",2002,"KM5",720
"Grossbritannien",2002,"KM5",166773
"Irland",2002,"KM5",0
"Island",2002,"KM5",0
"Italien",2002,"KM5",2403603
"Lettland",2002,"KM5",0
"Luxemburg",2002,"KM5",0
"Niederlande",2002,"KM5",800
"Norwegen",2002,"KM5",0
"Österreich",2002,"KM5",20338405
"Polen",2002,"KM5",0
"Rumänien",2002,"KM5",47000
"Schweden",2002,"KM5",1671447
"Slowakei",2002,"KM5",0
"Spanien",2002,"KM5",1802840
"Tschechien",2002,"KM5",0
"Türkei",2002,"KM5",0
"Ungarn",2002,"KM5",0
"Ägypten",2002,"KM5",0
"Benin",2002,"KM5",0
"Kap Verde",2002,"KM5",0
"Elfenbeinküste",2002,"KM5",0
"Gabun",2002,"KM5",0
"Südafrika",2002,"KM5",0
"Sudan",2002,"KM5",0
"Tansania",2002,"KM5",0
"Tunesien",2002,"KM5",0
"Argentinien",2002,"KM5",4337
"Barbados",2002,"KM5",0
"Brasilien",2002,"KM5",44284
"Chile",2002,"KM5",10300
"Dominikanische Republik",2002,"KM5",0
"Ecuador",2002,"KM5",228134
"Kanada",2002,"KM5",0
"Macau",2002,"KM5",0
"USA",2002,"KM5",89400
"Venezuela",2002,"KM5",0
"Vereinigte Arabische Emirate",2002,"KM5",31696
"Bahrain",2002,"KM5",171717
"Hong-Kong",2002,"KM5",0
"Israel",2002,"KM5",0
"Japan",2002,"KM5",0
"Jordanien",2002,"KM5",0
"Katar",2002,"KM5",0
"Südkorea",2002,"KM5",0
"Kuwait",2002,"KM5",0
"Malaysia",2002,"KM5",3381152
"Oman",2002,"KM5",628459
"Philippinen",2002,"KM5",0
"Saudi-Arabien",2002,"KM5",45931
"Singapur",2002,"KM5",6508588
"Thailand",2002,"KM5",80768
"Australien",2002,"KM5",0
"Andorra",2003,"KM5",0
"Belgien",2003,"KM5",0
"Bosnien-Herzegowina",2003,"KM5",0
"Bulgarien",2003,"KM5",0
"Dänemark",2003,"KM5",0
"Deutschland",2003,"KM5",10834451
"Estland",2003,"KM5",0
"Finnland",2003,"KM5",244720
"Frankreich",2003,"KM5",639037
"Griechenland",2003,"KM5",26540
"Grossbritannien",2003,"KM5",118698
"Irland",2003,"KM5",0
"Island",2003,"KM5",0
"Italien",2003,"KM5",3446529
"Litauen",2003,"KM5",0
"Luxemburg",2003,"KM5",0
"Malta",2003,"KM5",0
"Niederlande",2003,"KM5",2375
"Norwegen",2003,"KM5",0
"Österreich",2003,"KM5",22814965
"Polen",2003,"KM5",0
"Portugal",2003,"KM5",0
"Rumänien",2003,"KM5",553572
"Russland",2003,"KM5",0
"San Marino",2003,"KM5",0
"Schweden",2003,"KM5",3211820
"Slowakei",2003,"KM5",0
"Slowenien",2003,"KM5",0
"Spanien",2003,"KM5",13394245
"Tschechien",2003,"KM5",0
"Türkei",2003,"KM5",0
"Ungarn",2003,"KM5",0
"Ägypten",2003,"KM5",0
"Benin",2003,"KM5",0
"Botswana",2003,"KM5",0
"Gabun",2003,"KM5",0
"Ghana",2003,"KM5",0
"Südafrika",2003,"KM5",0
"Tansania",2003,"KM5",0
"Tunesien",2003,"KM5",0
"Argentinien",2003,"KM5",2400
"Barbados",2003,"KM5",0
"Brasilien",2003,"KM5",0
"Chile",2003,"KM5",6302
"Dominikanische Republik",2003,"KM5",0
"Kanada",2003,"KM5",0
"USA",2003,"KM5",2705743
"Vereinigte Arabische Emirate",2003,"KM5",586710
"Bahrain",2003,"KM5",3404003
"Indonesien",2003,"KM5",0
"Japan",2003,"KM5",0
"Jordanien",2003,"KM5",0
"Südkorea",2003,"KM5",0
"Kuwait",2003,"KM5",0
"Libanon",2003,"KM5",0
"Macau",2003,"KM5",0
"Malaysia",2003,"KM5",7868894
"Oman",2003,"KM5",680745
"Pakistan",2003,"KM5",0
"Philippinen",2003,"KM5",0
"Saudi-Arabien",2003,"KM5",896905
"Singapur",2003,"KM5",6698757
"Thailand",2003,"KM5",0
"Australien",2003,"KM5",0
"Neuseeland",2003,"KM5",0
"Belgien",2004,"KM5",0
"Bosnien-Herzegowina",2004,"KM5",0
"Bulgarien",2004,"KM5",0
"Dänemark",2004,"KM5",0
"Deutschland",2004,"KM5",1619213
"Estland",2004,"KM5",0
"Finnland",2004,"KM5",0
"Frankreich",2004,"KM5",30000
"Griechenland",2004,"KM5",0
"Grossbritannien",2004,"KM5",848207
"Irland",2004,"KM5",0
"Italien",2004,"KM5",4282955
"Lettland",2004,"KM5",0
"Litauen",2004,"KM5",0
"Luxemburg",2004,"KM5",0
"Malta",2004,"KM5",0
"Niederlande",2004,"KM5",0
